Nr.,Best.-Nr.   ,RoHS-konform?,Ihre Bestellnummer,Hinweise,Menge,Hersteller-Teilenr.,Herstellername,Hersteller / Beschreibung,Verfügbarkeit,Stückpreis (&euro;),Positionspreis (&euro;),Rabattpreis (&euro;)
1,2850100,RoHS: YES / PHTHALATE: YES,,,1.0,"R&S HMP2030",ROHDE & SCHWARZ,"ROHDE & SCHWARZ  Labornetzteil, Programmierbar, 3 Ausgänge, 0 V, 32 V, 5 A",Out of Stock,1930.0000,1930.00,,

,,,,,,,Zwischensumme,&euro;1930.00
,,,,,,,Warengesamtsumme,&euro;1930.00
,,,,,,,Lieferung,&euro;0.00
,,,,,,,USt.,&euro;366.70
,,,,,,,Gesamt,&euro;2296.70
